id,attack_cat,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
64650,Fuzzers,5e-06,udp,-,INT,2,0,1264,0,200000.0051,254,0,1011200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,632,0,0,0,34,2,16,15,1,16,0,0,0,16,34,0
64916,Fuzzers,0.865881,tcp,-,FIN,10,8,756,354,19.633182,254,252,6291.857422,2864.134766,2,1,96.209,107.032859,5152.687552,193.926063,255,2792981754,3052699099,255,0.257758,0.115847,0.141911,76,44,0,0,3,1,4,1,1,4,0,0,0,4,4,0
65223,Fuzzers,0.346613,tcp,-,FIN,10,6,544,268,43.275931,254,252,11309.44336,5170.03125,2,1,38.512556,59.390602,1891.410699,86.931906,255,833669221,1057417335,255,0.118517,0.048932,0.069585,54,45,0,0,7,1,1,1,1,1,0,0,0,1,6,0
65228,Fuzzers,0.467104,tcp,-,FIN,8,6,550,268,27.831062,254,252,3836.404785,8255.121094,1,1,56.992285,93.258602,93.647555,158.486766,255,286745506,1472703960,255,0.0,0.0,0.0,69,45,0,0,6,1,2,2,1,2,0,0,0,2,6,0
65234,Fuzzers,29.651243,udp,-,INT,4,0,2284,0,0.101176,254,0,462.172852,0.0,0,0,9883.748,0.0,13977.718,0.0,0,0,0,0,0.0,0.0,0.0,571,0,0,0,10,2,1,1,1,1,0,0,0,1,3,0
65239,Fuzzers,29.651243,udp,-,INT,4,0,2284,0,0.101176,254,0,462.172852,0.0,0,0,9883.748,0.0,13977.718,0.0,0,0,0,0,0.0,0.0,0.0,571,0,0,0,10,2,1,1,1,1,0,0,0,1,3,0
65258,Fuzzers,1.2e-05,udp,-,INT,2,0,1024,0,83333.33039,254,0,341333312.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,512,0,0,0,34,2,14,14,1,14,0,0,0,14,34,0
65384,Fuzzers,1.2e-05,udp,-,INT,2,0,1412,0,83333.33039,254,0,470666656.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,706,0,0,0,34,2,14,14,1,14,0,0,0,14,34,0
65387,Fuzzers,1.3e-05,udp,-,INT,2,0,1358,0,76923.07779,254,0,417846144.0,0.0,0,0,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,679,0,0,0,34,2,16,15,1,16,0,0,0,16,34,0
65419,Fuzzers,5e-06,udp,-,INT,2,0,968,0,200000.0051,254,0,774400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,484,0,0,0,34,2,16,15,1,16,0,0,0,16,34,0
65475,Fuzzers,0.441082,tcp,-,FIN,8,6,566,268,29.472978,254,252,8996.05957,4062.736572,2,1,60.025569,75.286797,3709.299197,122.012633,255,1775134039,3526422885,255,0.114132,0.064638,0.049494,71,45,0,0,7,1,2,2,1,2,0,0,0,2,7,0
65483,Fuzzers,0.376045,tcp,-,FIN,4,2,278,96,13.296281,254,252,1021.154419,4446.276367,1,1,101.196,0.004,143.107812,0.0,255,711716099,2432146331,255,0.0,0.0,0.0,70,48,0,0,9,1,2,2,1,2,0,0,0,2,9,0
65494,Fuzzers,0.350456,tcp,-,FIN,10,6,562,268,42.801379,254,252,11550.66504,5113.337891,2,1,38.939556,56.295,2013.97785,87.587898,255,1831119564,1219958734,255,0.126547,0.068234,0.058313,56,45,0,0,7,1,1,1,1,1,0,0,0,1,7,0
65589,Fuzzers,0.69693,tcp,-,FIN,10,6,590,268,21.522965,254,252,6095.303711,2571.276855,2,1,75.173444,117.343,4442.281633,204.003969,255,2466341784,2935389329,255,0.157492,0.110211,0.047281,59,45,0,0,6,1,2,2,1,2,0,0,0,2,7,0
65663,Fuzzers,0.394356,tcp,-,FIN,4,8,172,354,27.893578,254,252,6288.733887,2616.924805,0,1,9.57,54.336855,13.52271,112.190227,255,1282957724,3072143427,255,0.0,0.0,0.0,43,44,0,0,6,1,1,1,1,1,0,0,0,1,6,0
65679,Fuzzers,0.438725,tcp,-,FIN,10,6,616,268,34.189983,254,252,10120.23535,4084.563232,2,1,48.747222,60.134398,2492.909652,87.167359,255,3767528778,1311812740,255,0.181252,0.137304,0.043948,62,45,0,0,7,1,1,1,1,1,0,0,0,1,6,0
65743,Fuzzers,0.467061,tcp,-,FIN,10,8,542,354,36.397814,254,252,8358.651367,5309.798828,2,1,51.895667,55.819,3432.79688,110.581039,255,2838974663,3875226701,255,0.115614,0.059899,0.055715,54,44,0,0,9,1,2,2,1,2,0,0,0,2,9,0
65755,Fuzzers,0.467707,tcp,-,FIN,10,8,652,354,36.347542,254,252,10040.47363,5302.464844,2,1,51.967444,56.49343,3418.766458,120.46325,255,723435321,911672098,255,0.120203,0.057389,0.062814,65,44,0,0,6,1,2,2,1,2,0,0,0,2,6,0
65762,Fuzzers,0.445744,tcp,-,FIN,10,8,648,354,38.138482,254,252,10481.35254,5563.731445,2,1,49.527111,53.139,3270.46697,108.706453,255,24717666,819632338,255,0.111049,0.060108,0.050941,65,44,0,0,9,1,2,2,1,2,0,0,0,2,9,0
65790,Exploits,0.91929,tcp,-,CON,34,14,30896,1236,51.126412,62,252,260966.6094,9990.318359,15,6,27.857274,70.027766,2303.388241,107.816195,255,367401961,814132629,255,0.052249,0.007776,0.044473,909,88,0,0,2,3,1,1,1,1,0,0,0,1,1,0
65791,Exploits,0.91929,tcp,-,CON,34,14,30896,1236,51.126412,62,252,260966.6094,9990.318359,15,6,27.857274,70.027766,2303.388241,107.816195,255,367401961,814132629,255,0.052249,0.007776,0.044473,909,88,0,0,2,3,1,1,1,1,0,0,0,1,1,0
65797,Fuzzers,0.476639,tcp,-,FIN,8,8,470,354,31.470358,254,252,5203.099121,6915.086426,1,1,60.043285,66.460289,108.230812,110.224789,255,620124694,2915203193,255,0.0,0.0,0.0,59,44,0,0,8,1,2,2,1,2,0,0,0,2,8,0
65831,Fuzzers,0.483373,tcp,-,FIN,6,8,268,354,26.894345,254,252,3707.281982,5130.61377,1,1,96.6746,60.269,6103.360277,111.009625,255,474354383,702749666,255,0.060937,0.060937,0.0,45,44,0,0,7,1,1,1,1,1,0,0,0,1,7,0
65857,Normal,1.279771,tcp,http,FIN,10,8,802,1122,13.283627,62,252,4513.307617,6138.598145,2,2,142.196778,154.677719,7639.97099,259.65225,255,1451925048,6120610,255,0.206992,0.145537,0.061455,80,140,1,159,2,1,2,1,1,1,0,0,1,1,2,0
65858,Normal,1.015372,tcp,-,FIN,10,6,2516,268,14.77291,254,252,17845.67578,1764.870361,2,1,105.377222,173.592406,5444.164302,245.721313,255,662437520,980438250,255,0.240117,0.147407,0.09271,252,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0
65859,Normal,1.693294,tcp,http,FIN,10,10,790,1234,11.220733,62,252,3359.133057,5248.94043,2,2,188.143778,170.404,10716.2871,243.756766,255,2701236251,1820209286,255,0.263073,0.158415,0.104658,79,123,1,172,1,1,1,1,1,1,0,0,1,1,1,0
65860,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,2,1,1,4,0,0,0,2,4,0
65861,Normal,1.683584,tcp,-,FIN,10,8,534,354,10.097506,254,252,2285.600342,1473.047974,2,1,186.963889,219.100859,10596.41422,444.628156,255,3834796206,3800859292,255,0.273854,0.149873,0.123981,53,44,0,0,4,1,1,1,1,3,0,0,0,1,3,0
65862,Normal,0.81496,tcp,-,FIN,10,6,534,268,18.405811,254,252,4721.704102,2198.880859,2,1,90.551111,142.612,4315.682693,211.254734,255,1200749543,1716689643,255,0.204861,0.10147,0.103391,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0
65863,Normal,0.859209,tcp,-,FIN,10,8,2516,354,19.78564,254,252,21089.16406,2886.375732,2,1,95.366889,105.382711,4952.798038,189.670391,255,1316845473,1152165328,255,0.231487,0.121521,0.109966,252,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0
65864,Normal,0.659196,tcp,-,FIN,10,6,534,268,22.754992,254,252,5837.414062,2718.463135,2,1,67.037667,117.851203,3477.496951,179.276078,255,1588090738,2862742507,255,0.210047,0.069937,0.14011,53,45,0,0,4,1,1,1,1,3,0,0,0,3,3,0
65865,Normal,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,3,1,1,2,0,0,0,3,1,0
65866,Normal,1.921398,tcp,http,FIN,10,10,796,1148,9.888633,62,252,2985.326172,4305.19873,2,2,213.488667,201.170781,13968.75743,306.66625,255,2312671645,1280171426,255,0.364082,0.110058,0.254024,80,115,1,128,2,1,1,1,1,3,0,0,1,1,2,0
65868,Normal,1.496686,tcp,-,FIN,10,8,2516,354,11.358428,254,252,12106.74805,1656.994263,2,1,166.282667,199.883578,9710.253114,251.018234,255,1821286750,3710285559,255,0.175143,0.097499,0.077644,252,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0
65869,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,2,0,0,0,2,2,0
65870,Normal,1.358835,tcp,http,FIN,10,10,792,1266,13.982566,62,252,4197.713379,6711.631836,2,2,150.981667,144.069109,9536.349738,225.512281,255,701692524,179452074,255,0.128579,0.062195,0.066384,79,127,1,188,3,1,1,1,1,2,0,0,1,1,2,0
65871,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,2,0,0,0,2,2,0
65872,Normal,1.410288,tcp,-,FIN,10,8,2516,354,12.054276,254,252,12848.43945,1758.506104,2,1,152.595778,187.427,8863.329268,300.146,255,1731472684,3570078663,255,0.214885,0.098295,0.11659,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0
65873,Normal,1.309138,tcp,-,FIN,10,8,2516,354,12.985645,254,252,13841.16895,1894.376343,2,1,142.762556,174.205141,8024.544808,330.443062,255,2046493802,3971702877,255,0.193117,0.089693,0.103424,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0
65874,Normal,0.888199,tcp,http,FIN,10,8,828,1308,19.139856,62,252,6719.215332,10313.00488,2,2,95.806667,112.338859,5420.038635,184.693406,255,68478559,527789280,255,0.171863,0.101826,0.070037,83,164,1,252,3,1,1,2,1,2,0,0,1,2,2,0
65875,Normal,0.962131,tcp,http,FIN,10,8,798,1072,17.669111,62,252,5978.395508,7799.353516,2,2,106.882667,123.017289,5840.361616,166.171063,255,1227386068,2674213647,255,0.141771,0.101001,0.04077,80,134,1,133,3,1,1,1,1,2,0,0,1,1,2,0
65876,Normal,0.896122,tcp,-,FIN,10,8,2516,354,18.970632,254,252,20220.46094,2767.480469,2,1,91.153333,117.55857,5001.831576,197.148438,255,2601370483,1925057803,255,0.186574,0.073203,0.113371,252,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0
65877,Normal,0.774641,tcp,http,FIN,10,8,800,1224,21.94565,62,252,7435.702637,11060.60742,2,2,86.055444,101.429859,4305.08453,157.501219,255,903555673,1981099266,255,0.138052,0.064625,0.073427,80,153,1,209,3,1,1,2,1,2,0,0,1,2,2,0
65878,Normal,2.303118,tcp,http,FIN,10,10,806,1166,8.249686,62,252,2521.798828,3647.229492,2,2,255.902,242.767109,14930.23451,460.698344,255,991687042,2780905378,255,0.262716,0.117168,0.145548,81,117,1,137,1,1,2,1,1,2,0,0,1,2,1,0
65879,Normal,1.26523,tcp,http,FIN,10,10,794,1426,15.017033,62,252,4520.91748,8118.682129,2,2,140.581111,116.955891,7545.250793,222.130797,255,1232680799,2954890642,255,0.239694,0.161357,0.078337,79,143,1,268,2,1,2,1,1,1,0,0,1,1,2,0
65880,Normal,1.188543,tcp,http,FIN,10,10,800,1400,15.98596,62,252,4846.27002,8480.972656,2,2,132.060333,121.782336,7474.079664,209.628484,255,3312529344,4204312145,255,0.140502,0.09187,0.048632,80,140,1,254,1,1,1,1,1,1,0,0,1,1,1,0
65902,Normal,1.029447,tcp,http,FIN,10,8,816,1334,16.513721,62,252,5711.804688,9076.717773,2,2,114.280444,140.210422,6614.05649,269.31025,255,2395330249,3060771123,255,0.131673,0.047972,0.083701,82,167,1,265,1,1,1,1,1,1,0,0,1,1,1,0
65945,Normal,1.628627,tcp,http,FIN,10,10,794,1340,11.666269,62,252,3512.160889,5924.008789,2,2,180.958556,168.746781,12080.17021,271.540125,255,3133227874,246169606,255,0.185227,0.109112,0.076115,79,134,1,225,1,1,1,1,1,1,0,0,1,1,1,0
65946,Normal,0.63193,tcp,-,FIN,10,8,2516,354,26.901714,254,252,28674.0625,3924.485352,2,1,66.609111,78.536859,4427.094597,128.640961,255,749451898,1287687319,255,0.136709,0.082164,0.054545,252,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0
65947,Normal,0.752429,tcp,http,FIN,10,8,818,1088,22.593494,62,252,7835.955078,10121.88477,2,2,83.508667,91.768289,4460.489295,150.822453,255,1136454592,3092002535,255,0.188021,0.110043,0.077978,82,136,1,142,2,1,1,1,1,2,0,0,1,1,2,0
65948,Normal,0.651141,tcp,http,FIN,10,8,812,1156,26.108017,62,252,8981.158203,12433.55957,2,2,72.205333,86.290289,3749.684915,153.407469,255,448519613,890001369,255,0.105143,0.047105,0.058038,81,145,1,176,2,1,18,1,1,2,0,0,1,1,2,0
65949,Normal,0.565677,tcp,-,FIN,10,6,2516,268,26.5169,254,252,32032.41406,3167.885742,2,1,62.838222,103.995,3239.857656,170.879719,255,484549021,3361926345,255,0.092442,0.045693,0.046749,252,45,0,0,3,1,2,1,1,3,0,0,0,1,3,0
65950,Normal,0.669597,tcp,http,FIN,10,8,796,1246,25.388404,62,252,8566.34668,13034.70508,2,2,74.399667,82.98943,4104.950091,122.366805,255,1955177070,2206147219,255,0.103747,0.035185,0.068562,80,156,1,221,2,1,1,1,1,1,0,0,1,2,2,0
65951,Normal,0.737757,tcp,http,FIN,10,8,826,1174,23.042817,62,252,8067.696777,11147.30176,2,2,81.973,87.597711,4643.209961,140.690937,255,4125828165,4260630766,255,0.16145,0.103323,0.058127,83,147,1,185,3,1,1,1,1,2,0,0,1,1,2,0
65952,Normal,1.061405,tcp,http,FIN,10,10,814,1274,17.900802,62,252,5524.75293,8645.145508,2,2,117.933889,106.776,6649.138208,233.970703,255,1114736795,3580104810,255,0.124587,0.081751,0.042836,81,127,1,191,3,1,1,2,1,2,0,0,1,2,2,0
65954,Normal,1.596161,tcp,http,FIN,10,10,798,1224,11.903561,62,252,3603.646484,5523.252441,2,2,177.351222,162.920109,13500.26046,291.560719,255,3583430830,985226210,255,0.165006,0.1068,0.058206,80,122,1,167,2,1,1,1,1,2,0,0,1,2,2,0
65970,Normal,1.447073,tcp,http,FIN,10,10,794,1420,13.129953,62,252,3952.806885,7065.296875,2,2,160.686444,149.236,8959.346696,280.755594,255,2183904667,3957871617,255,0.189397,0.10394,0.085457,79,142,1,265,1,1,1,1,1,1,0,0,1,1,1,0
66007,Normal,0.751518,tcp,http,FIN,10,8,824,1256,22.620882,62,252,7898.679688,11698.98731,2,2,83.398667,82.707859,4604.322107,122.384727,255,3330473442,3720144090,255,0.264137,0.172555,0.091582,82,157,1,226,3,1,2,2,2,3,0,0,4,2,3,0
66008,Normal,0.751518,tcp,http,FIN,10,8,824,1256,22.620882,62,252,7898.679688,11698.98731,2,2,83.398667,82.707859,4604.322107,122.384727,255,3330473442,3720144090,255,0.264137,0.172555,0.091582,82,157,1,226,3,1,2,2,2,3,0,0,4,2,3,0
66010,Normal,1.29702,tcp,http,FIN,10,8,792,1204,13.106969,62,252,4397.773438,6501.056641,2,2,144.113333,165.561422,8693.291439,324.791719,255,4018923274,888208593,255,0.211927,0.137409,0.074518,79,151,1,200,3,1,18,1,1,2,0,0,1,1,2,0
66011,Normal,1.39739,tcp,http,FIN,10,10,800,1268,13.596777,62,252,4121.970215,6537.902832,2,2,155.265556,142.302,9475.058726,353.874031,255,1321300037,2561613431,255,0.180178,0.090607,0.089571,80,127,1,188,2,1,1,1,1,2,0,0,4,1,2,0
66012,Normal,1.39739,tcp,http,FIN,10,10,800,1268,13.596777,62,252,4121.970215,6537.902832,2,2,155.265556,142.302,9475.058726,353.874031,255,1321300037,2561613431,255,0.180178,0.090607,0.089571,80,127,1,188,3,1,1,1,1,2,0,0,4,1,2,0
66013,Normal,0.646912,tcp,http,FIN,10,8,810,1256,26.278691,62,252,9015.136719,13590.7207,2,2,71.879111,80.512289,3633.972289,120.279727,255,391058036,3445356890,255,0.145481,0.082676,0.062805,81,157,1,226,2,1,1,1,1,2,0,0,1,1,2,0
66016,Normal,0.890052,tcp,http,FIN,10,8,802,1084,19.100007,62,252,6489.508301,8529.838867,2,2,98.777667,122.293859,5221.434078,209.366437,255,3903141888,3984634905,255,0.100718,0.033987,0.066731,80,136,1,140,3,1,13,2,1,2,0,0,1,2,2,0
66028,Normal,0.993759,tcp,http,FIN,10,8,798,1086,17.106764,62,252,5788.124023,7655.779785,2,2,110.417667,119.490711,5800.165337,212.202922,255,3185056423,2442458636,255,0.205631,0.114027,0.091604,80,136,1,141,2,1,2,2,1,2,0,0,1,3,2,0
66059,Normal,0.937201,tcp,http,FIN,10,10,798,1328,20.273132,62,252,6137.423828,10209.12207,2,2,104.133444,85.083109,6281.148792,145.1855,255,2594951524,1572793931,255,0.243802,0.170829,0.072973,80,133,1,241,3,1,2,2,2,3,0,0,4,2,3,0
66060,Normal,0.937201,tcp,http,FIN,10,10,798,1328,20.273132,62,252,6137.423828,10209.12207,2,2,104.133444,85.083109,6281.148792,145.1855,255,2594951524,1572793931,255,0.243802,0.170829,0.072973,80,133,1,241,3,1,2,2,2,3,0,0,4,2,3,0
66061,Normal,0.797394,tcp,http,FIN,10,8,816,1076,21.319449,62,252,7374.020996,9450.786133,2,2,88.599333,105.655711,4816.16907,178.817484,255,425547545,2240221236,255,0.116095,0.057023,0.059072,82,135,1,136,3,1,17,1,1,3,0,0,1,1,3,0
66066,Normal,0.987558,tcp,http,FIN,10,8,828,1266,17.214179,62,252,6043.189453,8975.674805,2,2,109.728667,132.296,5740.264386,206.213047,255,1657338918,2275889138,255,0.137877,0.060768,0.077109,83,158,1,231,2,1,1,1,1,2,0,0,1,2,2,0
66072,Normal,0.676293,tcp,http,FIN,10,8,790,1084,25.137033,62,252,8410.555664,11225.90332,2,2,75.143667,87.11957,4109.920165,155.030156,255,2155172555,710735011,255,0.144325,0.065706,0.078619,79,136,1,195,3,1,20,2,2,6,0,0,4,3,3,0
66073,Normal,0.676293,tcp,http,FIN,10,8,790,1084,25.137033,62,252,8410.555664,11225.90332,2,2,75.143667,87.11957,4109.920165,155.030156,255,2155172555,710735011,255,0.144325,0.065706,0.078619,79,136,1,195,3,1,20,2,2,6,0,0,4,3,3,0
66078,Normal,0.907352,tcp,-,FIN,10,6,2516,268,16.531622,254,252,19970.19922,1974.977783,2,1,93.945667,164.039797,4696.77271,243.082672,255,2268988019,2270049968,255,0.208622,0.087144,0.121478,252,45,0,0,7,1,2,2,2,2,0,0,0,5,2,0
66080,Normal,0.907352,tcp,-,FIN,10,6,2516,268,16.531622,254,252,19970.19922,1974.977783,2,1,93.945667,164.039797,4696.77271,243.082672,255,2268988019,2270049968,255,0.208622,0.087144,0.121478,252,45,0,0,7,1,2,2,2,2,0,0,0,5,2,0
66082,Normal,1.333891,tcp,-,FIN,10,8,2516,354,12.744669,254,252,13584.31836,1859.22229,2,1,145.918778,184.636,8619.073467,298.941594,255,2881391959,3341469927,255,0.10816,0.041431,0.066729,252,44,0,0,13,1,1,1,1,2,0,0,0,3,2,0
66088,Normal,2.43708,tcp,http,FIN,10,10,826,1150,7.796215,62,252,2442.26709,3397.508545,2,2,270.786667,260.983109,17304.98386,443.61525,255,4213895527,1597272673,255,0.15316,0.08754,0.06562,83,115,1,129,1,1,1,1,1,1,0,0,1,1,1,0
66105,Normal,1.383478,tcp,-,FIN,10,8,2516,354,12.287871,254,252,13097.42481,1792.583618,2,1,150.086444,185.432578,10105.64051,260.890172,255,2176526384,2454206244,255,0.189459,0.085441,0.104018,252,44,0,0,13,1,1,1,1,2,0,0,0,6,2,0
66124,Normal,1.257939,tcp,http,FIN,10,10,812,1168,15.104071,62,252,4648.874023,6690.308594,2,2,139.771,128.950109,7339.857933,239.939906,255,1199240751,2941822975,255,0.208786,0.096717,0.112069,81,117,1,138,1,1,1,1,1,2,0,0,1,1,1,0
66139,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,2,0,0,0,1,2,0
66140,Normal,0.989003,tcp,-,FIN,10,8,2516,354,17.189028,254,252,18321.48047,2507.575684,2,1,109.889222,132.170422,6241.984925,289.396781,255,15912034,2175922652,255,0.129285,0.042905,0.08638,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0
66141,Normal,1.403153,tcp,http,FIN,10,10,826,1334,13.540933,62,252,4241.875488,6847.436035,2,2,155.905889,147.555328,9005.20275,304.053469,255,2924027770,3246290631,255,0.151654,0.062792,0.088862,83,133,1,222,1,1,9,1,1,3,0,0,1,1,1,0
66142,Normal,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
66143,Normal,2.695696,tcp,-,FIN,10,8,2516,354,6.306349,254,252,6721.825684,919.984985,2,1,295.347667,375.249156,18944.63524,560.03175,255,4156987668,2516313249,255,0.128331,0.068945,0.059386,252,44,0,0,2,1,2,2,2,2,0,0,0,2,2,0
66144,Normal,2.695696,tcp,-,FIN,10,8,2516,354,6.306349,254,252,6721.825684,919.984985,2,1,295.347667,375.249156,18944.63524,560.03175,255,4156987668,2516313249,255,0.128331,0.068945,0.059386,252,44,0,0,2,1,2,2,2,2,0,0,0,2,2,0
66145,Normal,3.362309,tcp,http,FIN,10,10,828,1248,5.650879,62,252,1774.970703,2674.352783,2,2,373.589889,358.424438,23344.49332,670.20125,255,1877494201,1953182997,255,0.188056,0.108916,0.07914,83,125,1,179,1,1,18,1,1,1,0,0,1,3,1,0
66146,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0
66147,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0
66148,Normal,2.079586,tcp,-,FIN,10,8,2516,354,8.174704,254,252,8713.272461,1192.545044,2,1,223.744667,284.687281,13623.91083,470.27075,255,1050409950,350069132,255,0.177434,0.086772,0.090662,252,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0
66149,Normal,1.408387,tcp,http,FIN,10,10,822,1310,13.490611,62,252,4203.390137,6697.022949,2,2,156.487444,148.041562,8826.187306,302.17,255,1820011579,3987173672,255,0.135679,0.07486,0.060819,82,131,1,210,2,1,2,2,2,3,0,0,4,2,2,0
66150,Normal,1.408387,tcp,http,FIN,10,10,822,1310,13.490611,62,252,4203.390137,6697.022949,2,2,156.487444,148.041562,8826.187306,302.17,255,1820011579,3987173672,255,0.135679,0.07486,0.060819,82,131,1,210,2,1,2,2,2,3,0,0,4,2,2,0
66151,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0
66152,Normal,1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
66153,Normal,0.665569,tcp,-,FIN,10,6,2516,268,22.537107,254,252,27224.82617,2692.433105,2,1,69.739333,111.176203,3721.994022,186.210547,255,3794854625,2855696558,255,0.194125,0.109678,0.084447,252,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0
66154,Normal,1.314189,tcp,http,FIN,10,10,802,1344,14.457586,62,252,4395.105957,7365.759766,2,2,146.005111,127.303,7608.444489,243.25975,255,3497859598,3867819877,255,0.251583,0.168453,0.08313,80,134,1,226,2,1,2,2,2,3,0,0,4,2,2,0
66155,Normal,1.314189,tcp,http,FIN,10,10,802,1344,14.457586,62,252,4395.105957,7365.759766,2,2,146.005111,127.303,7608.444489,243.25975,255,3497859598,3867819877,255,0.251583,0.168453,0.08313,80,134,1,226,2,1,2,2,2,3,0,0,4,2,2,0
66156,Normal,2.233867,tcp,-,FIN,10,8,2516,354,7.610122,254,252,8111.494629,1110.182495,2,1,248.207444,292.627563,14129.41168,442.410781,255,140003342,820616170,255,0.241669,0.09887,0.142799,252,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
66157,Normal,9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
66158,Normal,2.298593,tcp,http,FIN,10,10,798,1140,8.265926,62,252,2502.400391,3570.880127,2,2,255.399222,243.891672,16442.334,546.647875,255,374053126,2148408506,255,0.172938,0.10279,0.070148,80,114,1,124,2,1,1,1,1,2,0,0,1,1,1,0
66160,Normal,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,2,1,1,1,0,0,0,1,2,0
66162,Normal,0.96784,tcp,-,FIN,10,8,2516,354,17.564886,254,252,18722.10156,2562.406982,2,1,102.902444,126.008289,6161.194987,194.495406,255,3602820661,4292156629,255,0.147217,0.085777,0.06144,252,44,0,0,7,1,1,1,1,1,0,0,0,5,1,0
66166,Normal,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0
66169,Normal,0.731433,tcp,http,FIN,10,8,820,1140,23.242048,62,252,8071.826172,10915.55957,2,2,81.270333,96.931859,4247.454677,171.004422,255,1483814603,3803678656,255,0.141339,0.052328,0.089011,82,143,1,167,2,1,1,1,1,3,0,0,1,2,2,0
66171,Normal,1.494829,tcp,-,FIN,10,8,2516,354,11.372538,254,252,12121.78711,1659.052612,2,1,164.490333,205.377719,10221.04421,319.899375,255,488731774,3753889934,255,0.112477,0.057176,0.055301,252,44,0,0,12,1,1,1,1,1,0,0,0,2,2,0
